Plot,Treatment,N,mean_SWP,sd_SWP,se_SWP,mean_VWC,sd_VWC,se_VWC,SampleDate,Site
4,Exclusion,24,-89.87773034866989,13.488428176956885,2.7533138721436248,0.113375,0.002222659981037216,4.5369856877044284e-4,2018-09-03,Ponderosa Pine Meadow
5,Ambient,24,-0.7193810021645427,0.10325092141619698,0.021076006078490542,0.21525,0.0038021732915702908,7.761153731654652e-4,2018-09-03,Ponderosa Pine Meadow
6,Ambient,24,-0.6514130797785432,0.36129329466380705,0.07374868495127798,0.22270833333333334,0.016371978092663896,0.0033419160339209263,2018-09-03,Ponderosa Pine Meadow
7,Exclusion,24,-62.59014929185459,10.799835862740835,2.2045072641271326,0.119,0.0025194892512087662,5.142885898240286e-4,2018-09-03,Ponderosa Pine Meadow
9,Addition,24,-1.199025997353376,0.12175535183733188,0.024853207121208455,0.201,0.0026375218935831423,5.383819020581644e-4,2018-09-03,Ponderosa Pine Meadow
11,Ambient,24,-3.1013482530931977,0.470962179641492,0.09613475235588693,0.17733333333333332,0.0036195924184032574,7.388462084945448e-4,2018-09-03,Ponderosa Pine Meadow
12,Addition,24,-0.4963153274548082,0.039035034616661746,0.007967993075224937,0.22591666666666668,0.002185260240529852,4.4606437870748115e-4,2018-09-03,Ponderosa Pine Meadow
1,Exclusion,24,-59.106268258358405,5.60148983930398,1.1433993254732744,0.11975,0.0014521348601882346,2.964157870974138e-4,2018-09-04,Ponderosa Pine Meadow
3,Addition,24,-2.0609781072059667,0.16816227541944426,0.034325980730250706,0.187,0.002021622250010901,4.126619137653294e-4,2018-09-04,Ponderosa Pine Meadow
4,Exclusion,24,-113.32816320804149,20.572988026858795,4.199443595849313,0.11004166666666666,0.0028049516258196717,5.725583530373571e-4,2018-09-04,Ponderosa Pine Meadow
5,Ambient,24,-0.7795764017333237,0.08116612363286783,0.016567965608348424,0.21283333333333332,0.002792329036713864,5.699817778255201e-4,2018-09-04,Ponderosa Pine Meadow
6,Ambient,24,-0.4419785635544766,0.1392076216734415,0.028415636783861352,0.23075,0.008563065278071965,0.0017479283804516718,2018-09-04,Ponderosa Pine Meadow
7,Exclusion,24,-68.61313007978517,9.606615875263154,1.960942254109595,0.1175,0.0022457689687208583,4.5841567112854157e-4,2018-09-04,Ponderosa Pine Meadow
9,Addition,24,-1.3008352095833404,0.0432023005247476,0.008818632666667131,0.19870833333333335,8.586727202955218e-4,1.752758350643008e-4,2018-09-04,Ponderosa Pine Meadow
11,Ambient,24,-3.4014946532806323,0.33215086872639754,0.0678000121668194,0.175,0.0023405684928164837,4.77766542952955e-4,2018-09-04,Ponderosa Pine Meadow
12,Addition,24,-0.5387323937591687,0.04710120163583596,0.00961449252331187,0.2235,0.002570738347668608,5.247497678328026e-4,2018-09-04,Ponderosa Pine Meadow
1,Exclusion,24,-71.73056225897074,10.883053437850421,2.221493980514651,0.11683333333333333,0.002371326296779312,4.8404495339607865e-4,2018-09-05,Ponderosa Pine Meadow
3,Addition,24,-2.2734933393534043,0.1904345685129003,0.03887229352030747,0.18458333333333332,0.0020624313778658926,4.209920421063901e-4,2018-09-05,Ponderosa Pine Meadow
4,Exclusion,24,-111.09344766720608,19.384072021844176,3.956757132573141,0.11029166666666666,0.002527744598179017,5.159737054679241e-4,2018-09-05,Ponderosa Pine Meadow
5,Ambient,24,-0.8919228539609672,0.12911426258390177,0.026355338487190107,0.20920833333333333,0.003867132030966555,7.893750203200714e-4,2018-09-05,Ponderosa Pine Meadow
6,Ambient,24,-0.6516726486835565,0.22665581710460167,0.04626592492832182,0.219875,0.010791754098465148,0.002202857580902392,2018-09-05,Ponderosa Pine Meadow
7,Exclusion,24,-69.24906575975194,7.782487011714293,1.5885935090447891,0.11729166666666667,0.0017564580631305197,3.5853550077225135e-4,2018-09-05,Ponderosa Pine Meadow
9,Addition,24,-1.3902158053163436,0.039841340658804035,0.008132579606872574,0.19695833333333335,7.506036218280926e-4,1.5321632271365137e-4,2018-09-05,Ponderosa Pine Meadow
11,Ambient,24,-4.014252443747845,0.5376497110643114,0.10974728770519751,0.17129166666666668,0.0030571252006997614,6.24033068459836e-4,2018-09-05,Ponderosa Pine Meadow
12,Addition,24,-0.638234567970484,0.06664462732813971,0.013603777587657143,0.21858333333333332,0.0031195967781062718,6.367850257992303e-4,2018-09-05,Ponderosa Pine Meadow
1,Exclusion,24,-83.07391710631089,11.560680352672694,2.3598139952888983,0.11454166666666667,0.0020847096902815105,4.25539583585438e-4,2018-09-06,Ponderosa Pine Meadow
3,Addition,24,-2.5378313576269136,0.25971138787002995,0.053013365055968494,0.18195833333333333,0.0025788296412986634,5.264013962288582e-4,2018-09-06,Ponderosa Pine Meadow
4,Exclusion,24,-108.27309957149846,10.174406076048186,2.0768419435159062,0.1105,0.0013831281496162506,2.8232985128664025e-4,2018-09-06,Ponderosa Pine Meadow
5,Ambient,24,-1.099747082070452,0.19829021125878718,0.040475819881059055,0.20366666666666666,0.004992748364566752,0.0010191404922753123,2018-09-06,Ponderosa Pine Meadow
6,Ambient,24,-1.2431151524571182,0.3234698303856058,0.06602800263577965,0.201,0.007615773105863902,0.0015545631755148014,2018-09-06,Ponderosa Pine Meadow
7,Exclusion,24,-78.58726601411132,3.506429603034507,0.7157469455353597,0.11525,7.372097807744841e-4,1.504823163572112e-4,2018-09-06,Ponderosa Pine Meadow
9,Addition,24,-1.5988422548101764,0.09793077989964133,0.019990036738910706,0.19337500000000002,0.0015828565262236184,3.230992354401805e-4,2018-09-06,Ponderosa Pine Meadow
11,Ambient,24,-5.189031453988253,0.6710240525114225,0.13697221114896085,0.16554166666666667,0.0029337491470763193,5.988490369718618e-4,2018-09-06,Ponderosa Pine Meadow
12,Addition,24,-0.7864767259641685,0.053162871215286775,0.01085182564489567,0.2125,0.0019336831267771396,3.947114154027923e-4,2018-09-06,Ponderosa Pine Meadow
1,Exclusion,24,-100.59623220422542,20.421450883309866,4.1685112059515,0.11183333333333334,0.0029291142253124154,5.979029375285881e-4,2018-09-07,Ponderosa Pine Meadow
3,Addition,24,-3.4473860777975385,0.6469534066067472,0.1320588111284885,0.175,0.004303689014140632,8.784868413555105e-4,2018-09-07,Ponderosa Pine Meadow
4,Exclusion,24,-114.73101121976333,21.82091190471912,4.45417499073207,0.10991666666666666,0.0031473476295842,6.424496446366207e-4,2018-09-07,Ponderosa Pine Meadow
5,Ambient,24,-1.3148695685550587,0.21538823569399698,0.043965939504050935,0.19879166666666667,0.004303478539069508,8.784438783115248e-4,2018-09-07,Ponderosa Pine Meadow
6,Ambient,24,-1.6063353573019277,0.2909687038958818,0.05939373797198986,0.193625,0.004391815510499149,8.964755870969779e-4,2018-09-07,Ponderosa Pine Meadow
7,Exclusion,24,-84.48125468019317,5.673120515942893,1.1580208761145774,0.11416666666666667,0.0010072203103706706,2.0559798491465392e-4,2018-09-07,Ponderosa Pine Meadow
9,Addition,24,-1.973879279007069,0.16677117595739055,0.0340420237416264,0.18808333333333332,0.00212473357238577,4.337094243088336e-4,2018-09-07,Ponderosa Pine Meadow
11,Ambient,24,-6.502343357935684,0.6854909522913684,0.13992525470069833,0.16058333333333333,0.002282574188835106,4.659285052244354e-4,2018-09-07,Ponderosa Pine Meadow
12,Addition,24,-0.9847693361037805,0.0995745916819547,0.020325578413897604,0.2063333333333333,0.002823298512866396,5.763033956734365e-4,2018-09-07,Ponderosa Pine Meadow
1,Exclusion,24,-113.93169442536862,23.595597772785755,4.816431226606359,0.11004166666666666,0.0031412980793277838,6.412147853614921e-4,2018-09-08,Ponderosa Pine Meadow
3,Addition,24,-4.790654137301601,0.7063836144696374,0.144189951509457,0.167375,0.0034238612832526473,6.988927578366509e-4,2018-09-08,Ponderosa Pine Meadow
4,Exclusion,24,-125.17483366591571,27.563367953502944,5.626348923222002,0.10875,0.0035046552891336113,7.153847652269662e-4,2018-09-08,Ponderosa Pine Meadow
5,Ambient,24,-1.7032077009051636,0.3325856260750599,0.0678887566389984,0.19225,0.005109666882701255,0.0010430063848513018,2018-09-08,Ponderosa Pine Meadow
6,Ambient,24,-2.501497443379164,0.9027052246612924,0.18426393238038502,0.184,0.009259542668770568,0.00189009623250139,2018-09-08,Ponderosa Pine Meadow
7,Exclusion,24,-96.08499322510977,12.537895741072523,2.5592872511535036,0.11233333333333334,0.001948615264559777,3.977594252641586e-4,2018-09-08,Ponderosa Pine Meadow
9,Addition,24,-2.405160986584227,0.1505298602974096,0.030726779065090803,0.18316666666666667,0.0015227739752537634,3.1083493608010494e-4,2018-09-08,Ponderosa Pine Meadow
11,Ambient,24,-8.207599970166045,1.510564033672946,0.3083425921915887,0.15595833333333334,0.0039173989448042755,7.996357111406433e-4,2018-09-08,Ponderosa Pine Meadow
12,Addition,24,-1.256055897575195,0.118073120649023,0.024101574827348544,0.19975,0.002540968661579762,5.18673056106094e-4,2018-09-08,Ponderosa Pine Meadow
1,Exclusion,24,-127.98939373754612,31.559961834874404,6.442150233096119,0.1085,0.0036948848308226744,7.542152078221083e-4,2018-09-09,Ponderosa Pine Meadow
3,Addition,24,-7.722651326721453,1.762294957857189,0.3597269519191415,0.15741666666666668,0.004763234803901807,9.722912328854434e-4,2018-09-09,Ponderosa Pine Meadow
4,Exclusion,24,-130.49706960821544,20.380710010743606,4.160195010162909,0.10791666666666666,0.002263446134944923,4.6202400757415154e-4,2018-09-09,Ponderosa Pine Meadow
5,Ambient,24,-2.302877530856796,0.39243020480755453,0.08010448011953389,0.18458333333333332,0.004363053046211793,8.906044736595572e-4,2018-09-09,Ponderosa Pine Meadow
6,Ambient,24,-4.976355270862058,1.2673554945442982,0.25869785702884673,0.16695833333333332,0.0051959780990490185,0.0010606245881122174,2018-09-09,Ponderosa Pine Meadow
7,Exclusion,24,-105.08287174632265,10.593472170464425,2.1623834518343052,0.11095833333333334,0.0016010639578422387,3.268158118562002e-4,2018-09-09,Ponderosa Pine Meadow
9,Addition,24,-3.095334772062244,0.2533388721174428,0.05171258072499463,0.17716666666666667,0.001948615264559777,3.977594252641586e-4,2018-09-09,Ponderosa Pine Meadow
11,Ambient,24,-12.009110925603347,1.8148099687013228,0.37044653361954594,0.148125,0.002848531276778021,5.814540120387361e-4,2018-09-09,Ponderosa Pine Meadow
12,Addition,24,-1.6633256877567284,0.14432622124327577,0.029460466545838303,0.19241666666666668,0.002263446134944923,4.6202400757415154e-4,2018-09-09,Ponderosa Pine Meadow
1,Exclusion,24,-156.80078018880022,37.03890568660831,7.560534963605049,0.10558333333333333,0.003500517560076769,7.14540154820037e-4,2018-09-10,Ponderosa Pine Meadow
3,Addition,24,-14.2799837067462,3.6772903420529257,0.7506237478411906,0.14516666666666667,0.0046407145876532765,9.472818984700807e-4,2018-09-10,Ponderosa Pine Meadow
4,Exclusion,24,-138.05116090964978,13.630041928849101,2.78222065820171,0.107,0.0014446302370292317,2.9488391230979457e-4,2018-09-10,Ponderosa Pine Meadow
5,Ambient,24,-3.192549089256389,0.4516485645898486,0.09219237719213166,0.17662499999999998,0.003486776261197755,7.117352239319817e-4,2018-09-10,Ponderosa Pine Meadow
6,Ambient,24,-9.090219824545462,2.509036602670074,0.5121549518756583,0.15416666666666667,0.004851415451603585,9.902910322235668e-4,2018-09-10,Ponderosa Pine Meadow
7,Exclusion,24,-120.13412800149176,17.265547645349837,3.5243151550682237,0.10908333333333334,0.0021450988964060204,4.3786647866683856e-4,2018-09-10,Ponderosa Pine Meadow
9,Addition,24,-4.070846710072086,0.4032879840459887,0.08232081502569628,0.170875,0.0022901015735969556,4.674650262047799e-4,2018-09-10,Ponderosa Pine Meadow
11,Ambient,24,-17.47230199638482,2.011703749632303,0.4106373083535655,0.14083333333333334,0.0020359095108161973,4.1557828866491613e-4,2018-09-10,Ponderosa Pine Meadow
12,Addition,24,-2.367796774375797,0.23004338692677584,0.04695740972268661,0.18362499999999998,0.0024283202281484197,4.956787909202051e-4,2018-09-10,Ponderosa Pine Meadow
1,Exclusion,24,-195.3894100935881,50.073798702737214,10.221271358712036,0.10258333333333333,0.0034880749227427224,7.120003121097938e-4,2018-09-11,Ponderosa Pine Meadow
3,Addition,24,-27.48810802104772,7.499618300509451,1.5308531751572427,0.13308333333333333,0.004179834266182531,8.532050967956469e-4,2018-09-11,Ponderosa Pine Meadow
4,Exclusion,24,-158.52261700305323,19.30702867753779,3.9410307257707906,0.10508333333333333,0.0016396358733272013,3.346892711345265e-4,2018-09-11,Ponderosa Pine Meadow
5,Ambient,24,-4.453599031652069,0.5393869506692633,0.1101019002546214,0.16891666666666666,0.0028729119701803845,5.864307002396553e-4,2018-09-11,Ponderosa Pine Meadow
6,Ambient,24,-16.553068279868356,4.941074519366042,1.0085926127928702,0.1425,0.004986939463979009,0.001017954755408102,2018-09-11,Ponderosa Pine Meadow
7,Exclusion,24,-151.54852332167502,24.718749653783888,5.04569364428074,0.10583333333333333,0.0025137304111042132,5.131130715101594e-4,2018-09-11,Ponderosa Pine Meadow
9,Addition,24,-5.734581872898475,0.783055253209506,0.1598404842307641,0.163375,0.002990019630588462,6.103352013205655e-4,2018-09-11,Ponderosa Pine Meadow
11,Ambient,24,-25.88181199747124,4.303363891166921,0.8784204759064065,0.13379166666666667,0.0027183621454146246,5.548833493635998e-4,2018-09-11,Ponderosa Pine Meadow
12,Addition,24,-3.318539060605551,0.38302640709728386,0.0781849379499909,0.17562499999999998,0.0027789973168314747,5.67260451900056e-4,2018-09-11,Ponderosa Pine Meadow
2,Exclusion,23,-1.1335622136916284,0.2674268337407589,0.055762349540593094,0.0798695652173913,0.004213661200365125,8.786090962291644e-4,2018-06-06,Desert Scrub
4,Exclusion,23,-1.4401268512658263,0.3126128069341355,0.06518427626460871,0.0757391304347826,0.00368309888426911,7.679792057676394e-4,2018-06-06,Desert Scrub
5,Ambient,23,-900.798146433693,420.4308085707713,87.66588370067656,0.01934782608695652,0.0025868319629893015,5.393917510268267e-4,2018-06-06,Desert Scrub
6,Ambient,23,-1.1838684688193546,0.20189603733042774,0.04209823392439944,0.07882608695652174,0.0028548550976290397,5.952784378999722e-4,2018-06-06,Desert Scrub
7,Exclusion,23,-20.94951664084805,9.887844885206563,2.0617581825260904,0.043304347826086956,0.004516985948100345,9.418566782721839e-4,2018-06-06,Desert Scrub
8,Ambient,23,-0.9150564433654841,0.1377578929835073,0.028724506337193235,0.08330434782608695,0.0027705395373578815,5.776974282541377e-4,2018-06-06,Desert Scrub
9,Addition,23,-57.98906261773559,41.60630767632593,8.675514866207475,0.03639130434782609,0.006301075885295539,0.001313865146151563,2018-06-06,Desert Scrub
11,Addition,23,-4.110298337203722,0.7444134117018889,0.15522092635724735,0.06021739130434783,0.0025218413499794945,5.258402714358768e-4,2018-06-06,Desert Scrub
12,Addition,23,-0.9445163820617292,0.11205732557405691,0.023365567582877337,0.08265217391304348,0.0022884829364007977,4.7718167856322625e-4,2018-06-06,Desert Scrub
2,Exclusion,24,-1.2059953532888328,0.4175041330594396,0.08522267429155672,0.07945833333333333,0.006086186545503404,0.0012423376263229645,2018-06-07,Desert Scrub
4,Exclusion,24,-1.5421482362577887,0.4797574762733938,0.09793008476293519,0.075125,0.0052611165949907395,0.0010739209279180147,2018-06-07,Desert Scrub
5,Ambient,24,-1261.47730253042,1053.3243412046854,215.0089308003938,0.01925,0.0040993106525472,8.367682829913488e-4,2018-06-07,Desert Scrub
6,Ambient,24,-1.3611197992931114,0.4264731734342293,0.08705347199161134,0.077125,0.005101683439125118,0.0010413767712553156,2018-06-07,Desert Scrub
7,Exclusion,24,-23.055727614009125,13.291157518518053,2.713046167610458,0.043208333333333335,0.005838248446883383,0.0011917274738717223,2018-06-07,Desert Scrub
8,Ambient,24,-0.9209839256404749,0.20131234877934984,0.04109271111921726,0.08345833333333333,0.004021455140776202,8.20876093199499e-4,2018-06-07,Desert Scrub
9,Addition,24,-83.81653486103143,86.69476520346619,17.696494843240536,0.036125,0.008719356278593247,0.001779831147340522,2018-06-07,Desert Scrub
11,Addition,24,-4.290540196368543,1.1541149355729297,0.23558272472323,0.05991666666666667,0.003386888615345008,6.913457436030599e-4,2018-06-07,Desert Scrub
12,Addition,24,-0.9820086240690087,0.205663238257826,0.04198083271500981,0.08225,0.0037212667314983627,7.59600390747127e-4,2018-06-07,Desert Scrub
2,Exclusion,24,-1.2383501536444985,0.4884165825305248,0.09969761742614451,0.07933333333333334,0.006767355572841976,0.0013813806717869167,2018-06-08,Desert Scrub
4,Exclusion,24,-1.5980286294784265,0.5303469257890717,0.1082566129030769,0.07466666666666667,0.0055298924171205644,0.001128784562869275,2018-06-08,Desert Scrub
5,Ambient,24,-3883.2960412232646,5432.34622482245,1108.8730297457926,0.018125,0.005795894348963568,0.0011830819798367706,2018-06-08,Desert Scrub
6,Ambient,24,-1.3979619962290497,0.4544454886049611,0.09276329691599516,0.07679166666666667,0.005437224089285033,0.0011098687196597749,2018-06-08,Desert Scrub
7,Exclusion,24,-23.68275542254074,13.93254226010988,2.843968279752693,0.043083333333333335,0.006006638839228437,0.001226100018774426,2018-06-08,Desert Scrub
8,Ambient,24,-0.9341536572350954,0.22310382044050922,0.04554087664539728,0.08329166666666667,0.004328662477091474,8.835845281338324e-4,2018-06-08,Desert Scrub
9,Addition,24,-95.63325033435412,99.45372680521915,20.300906974245393,0.035791666666666666,0.009259444845161058,0.0018900762643407154,2018-06-08,Desert Scrub
11,Addition,24,-4.3690390853500904,1.4581498156320551,0.2976435847359918,0.06004166666666667,0.004534689162125829,9.256395491114386e-4,2018-06-08,Desert Scrub
12,Addition,24,-0.9934990366446084,0.2412830019837091,0.04925168653891906,0.08216666666666667,0.00412486275573178,8.419840842127792e-4,2018-06-08,Desert Scrub
2,Exclusion,24,-1.1785036962290691,0.37401699005024286,0.07634589839622566,0.07966666666666666,0.0056311761584536,0.0011494590199947728,2018-06-09,Desert Scrub
4,Exclusion,24,-1.5166934748407068,0.46247922869872,0.0944031772456492,0.07533333333333334,0.005061935243145362,0.0010332632047264365,2018-06-09,Desert Scrub
5,Ambient,24,-3031.6250456872203,4092.542356878107,835.3867104232181,0.018458333333333334,0.005763295906870037,0.001176427850708536,2018-06-09,Desert Scrub
6,Ambient,24,-1.326664332976965,0.3812105791732982,0.07781428362711905,0.07741666666666666,0.00474494391469733,9.685576207610475e-4,2018-06-09,Desert Scrub
7,Exclusion,24,-22.701340610587856,12.897346745764832,2.63265988023908,0.04325,0.005681778655989,0.0011597882115507874,2018-06-09,Desert Scrub
8,Ambient,24,-0.9009027257828115,0.1829920576858189,0.037353097359350086,0.08379166666666667,0.0037761167846101463,7.707966109544958e-4,2018-06-09,Desert Scrub
9,Addition,24,-75.52129406810488,78.4644483006958,16.016488440474614,0.036625,0.008494563478817035,0.0017339455092319099,2018-06-09,Desert Scrub
11,Addition,24,-4.244301890854775,1.198519222727169,0.24464671188322235,0.060125,0.003639308343269543,7.428707048053323e-4,2018-06-09,Desert Scrub
12,Addition,24,-0.9502368416779472,0.16603592607801007,0.03389194148846598,0.08270833333333333,0.003182549793546957,6.496352562658327e-4,2018-06-09,Desert Scrub
2,Exclusion,24,-1.2372000711454414,0.35278318364090167,0.07201156581289858,0.078625,0.004959071617182784,0.001012266255001368,2018-06-10,Desert Scrub
4,Exclusion,24,-1.5057838125405514,0.44069144797907167,0.08995576512975022,0.075375,0.004843754382887217,9.88727223120275e-4,2018-06-10,Desert Scrub
5,Ambient,24,-2253.3921536507014,2440.5431982170726,498.17379423766437,0.018916666666666665,0.005785413943077334,0.0011809426759435593,2018-06-10,Desert Scrub
6,Ambient,24,-1.4072745113251524,0.3384538023753513,0.06908659311036565,0.07620833333333334,0.003977973775971739,8.120004967752703e-4,2018-06-10,Desert Scrub
7,Exclusion,24,-23.331899156126834,12.341788459333536,2.5192570198947752,0.042749999999999996,0.00529355637831834,0.0010805426709612704,2018-06-10,Desert Scrub
8,Ambient,24,-0.9121406187310259,0.1600801951557244,0.032676233004723026,0.08345833333333333,0.003296627613666485,6.729212937876534e-4,2018-06-10,Desert Scrub
9,Addition,24,-74.21949669651103,70.21159393216699,14.331881596775057,0.035958333333333335,0.00772617891196613,0.0015770996663140612,2018-06-10,Desert Scrub
11,Addition,24,-4.441855150746758,1.1015985364040581,0.22486285963222516,0.059416666666666666,0.003255986682307272,6.646254984125245e-4,2018-06-10,Desert Scrub
12,Addition,24,-0.9748013214717504,0.15741667676336935,0.03213254458957403,0.08220833333333333,0.002963240979307836,6.048690320174437e-4,2018-06-10,Desert Scrub
2,Exclusion,24,-1.216571872534495,0.45822714910722956,0.09353522513357806,0.0795,0.006480740698407861,0.0013228756555322956,2018-06-11,Desert Scrub
4,Exclusion,24,-1.4922334876437067,0.4755429655751342,0.09706980136908211,0.07566666666666667,0.005230900385266355,0.0010677530699358762,2018-06-11,Desert Scrub
5,Ambient,24,-2358.4638356229343,3330.504335519451,679.8363506791501,0.020125,0.006435718938927458,0.0013136856273615208,2018-06-11,Desert Scrub
6,Ambient,24,-1.379914564759559,0.4550474133411362,0.09288616428826085,0.07704166666666666,0.005544124713656768,0.001131689718234415,2018-06-11,Desert Scrub
7,Exclusion,24,-23.489409334525114,13.643765914181076,2.785022054976775,0.043083333333333335,0.0058896863920841706,0.00120222720046832,2018-06-11,Desert Scrub
8,Ambient,24,-0.9179208711647674,0.2134831236674239,0.043577060140055635,0.08358333333333333,0.004262237284181471,8.70025542409212e-4,2018-06-11,Desert Scrub
9,Addition,24,-83.8294374506853,89.88153960330243,18.34699244365411,0.03666666666666667,0.00923917306043023,0.0018859383036102097,2018-06-11,Desert Scrub
11,Addition,24,-4.359746905725306,1.5318456543993177,0.3126866848315095,0.06016666666666667,0.004779181908040845,9.75546421886749e-4,2018-06-11,Desert Scrub
12,Addition,24,-0.9725194778033365,0.20092997151188918,0.04101465868634073,0.08241666666666667,0.0037056556852965977,7.564137992850154e-4,2018-06-11,Desert Scrub
2,Exclusion,24,-1.0990447411681816,0.35657634627712453,0.07278584189374328,0.08091666666666666,0.005777893904444291,0.0011794076544854783,2018-06-12,Desert Scrub
4,Exclusion,24,-1.3902290897688758,0.42423232037477177,0.08659605977625921,0.07670833333333334,0.004867631927304092,9.936012064646071e-4,2018-06-12,Desert Scrub
5,Ambient,24,-941.9480292868245,1082.3089357216481,220.92538638106294,0.021791666666666668,0.005413181710591661,0.0011049610896596476,2018-06-12,Desert Scrub
6,Ambient,24,-1.2019146910983172,0.3133393838879113,0.06396013390361996,0.07895833333333334,0.004427966131077681,9.038548016221745e-4,2018-06-12,Desert Scrub
7,Exclusion,24,-21.12598456844328,12.492168871641773,2.5499532930168196,0.044,0.0057935496365617125,0.001182603367421927,2018-06-12,Desert Scrub
8,Ambient,24,-0.8610434148060108,0.18931734187241817,0.038644240587288714,0.08470833333333333,0.0042064047094532075,8.586287658167073e-4,2018-06-12,Desert Scrub
9,Addition,24,-57.156410909253324,49.74423191329459,10.153998819520227,0.03845833333333333,0.008890538041461081,0.0018147734783652138,2018-06-12,Desert Scrub
11,Addition,24,-3.7708884749937814,1.0602299321296997,0.21641852864528374,0.06179166666666667,0.004242427183322904,8.659818225044986e-4,2018-06-12,Desert Scrub
12,Addition,24,-0.9113768582645201,0.1699403081265949,0.034688920136792256,0.0835,0.0033751006426217967,6.889395337469171e-4,2018-06-12,Desert Scrub
2,Exclusion,24,-1.1104944106402812,0.26833041757573245,0.054772717127373645,0.08025,0.004296105415272121,8.769388457186939e-4,2018-06-13,Desert Scrub
4,Exclusion,24,-1.428861279010341,0.38840612049619727,0.07928306734913687,0.07608333333333334,0.004353076539910462,8.885680278383971e-4,2018-06-13,Desert Scrub
5,Ambient,24,-664.8505477662079,417.31999819998794,85.18508792076373,0.020958333333333332,0.0030571252006997723,6.240330684598381e-4,2018-06-13,Desert Scrub
6,Ambient,24,-1.2268668953724917,0.2068221453599636,0.04221739363663686,0.07820833333333334,0.002765928834738991,5.64592859163449e-4,2018-06-13,Desert Scrub
7,Exclusion,24,-21.397411504305545,10.190410270724326,2.080108786074299,0.043125,0.004504225069671904,9.194210922790146e-4,2018-06-13,Desert Scrub
8,Ambient,24,-0.8984263552401813,0.14325426468092478,0.02924165432882265,0.08366666666666667,0.0029439202887759455,6.009252125773309e-4,2018-06-13,Desert Scrub
9,Addition,24,-56.39700960340264,41.561484352434135,8.483702468010915,0.036625,0.006268017507813844,0.0012794537160812827,2018-06-13,Desert Scrub
11,Addition,24,-3.952728370146422,0.7992749341889213,0.16315131274662187,0.06079166666666667,0.0027971906195893835,5.709741442744598e-4,2018-06-13,Desert Scrub
12,Addition,24,-0.9448268409891519,0.1048544183902951,0.02140331852771031,0.082625,0.0021226009475661424,4.3327410409042675e-4,2018-06-13,Desert Scrub
2,Exclusion,24,-1.2268223141405579,0.2273068554283344,0.046398817569666996,0.07829166666666666,0.0032367343535363445,6.606956332584348e-4,2018-06-14,Desert Scrub
4,Exclusion,24,-1.4038513557231656,0.2431400177354341,0.049630748291922155,0.076,0.003021660931112012,6.167939547439618e-4,2018-06-14,Desert Scrub
5,Ambient,24,-660.5660164755054,632.1140635542893,129.02974291210214,0.026708333333333334,0.011384501924018063,0.002323851724131467,2018-06-14,Desert Scrub
6,Ambient,24,-1.3868895336068434,0.17386010279943362,0.03548904487387013,0.07604166666666666,0.0020531876948162667,4.1910518320509033e-4,2018-06-14,Desert Scrub
7,Exclusion,24,-24.398485392887416,9.446196468031875,1.9281967797298971,0.04145833333333333,0.0033229003395628142,6.782841915041545e-4,2018-06-14,Desert Scrub
8,Ambient,24,-0.9611208189449599,0.12832529060876335,0.02619429025715303,0.082375,0.002481452940446818,5.065244604019698e-4,2018-06-14,Desert Scrub
9,Addition,24,-64.67482260274289,36.399923228880766,7.430103215603215,0.0345,0.004671839782839491,9.536353023326437e-4,2018-06-14,Desert Scrub
11,Addition,24,-4.522691869174355,0.43617253050588173,0.08903334496316169,0.058791666666666666,0.0013180739131701624,2.6905071087836654e-4,2018-06-14,Desert Scrub
12,Addition,24,-1.0060055623169826,0.11387965746724484,0.0232455877398065,0.0815,0.001978141420187363,4.0378642654362453e-4,2018-06-14,Desert Scrub
2,Exclusion,24,-1.3036891794486916,0.2770311169967238,0.05654873995960346,0.077375,0.0036690539000863906,7.489424911650192e-4,2018-06-15,Desert Scrub
4,Exclusion,24,-1.4413095158819225,0.3282441452009209,0.067002555566524,0.07575,0.0037212667314983658,7.596003907471275e-4,2018-06-15,Desert Scrub
5,Ambient,24,-1733.7697050017039,1349.8784401591558,275.5427827645007,0.017583333333333333,0.0032156771775389593,6.563973552069701e-4,2018-06-15,Desert Scrub
6,Ambient,24,-1.5702333557902104,0.256123622789983,0.052281015575710944,0.074125,0.0026426682826593876,5.39432404329384e-4,2018-06-15,Desert Scrub
7,Exclusion,24,-28.461003973512135,10.57238495661148,2.15807904233125,0.04008333333333333,0.0032291695885914786,6.591514820801836e-4,2018-06-15,Desert Scrub
8,Ambient,24,-0.994130048035261,0.12306288044610189,0.025120105280839928,0.08175,0.002326594824687114,4.7491417989029277e-4,2018-06-15,Desert Scrub
9,Addition,24,-88.7266660856347,71.63148323839982,14.621715287733794,0.033541666666666664,0.00609332611866506,0.0012437949855919083,2018-06-15,Desert Scrub
11,Addition,24,-5.001648453692297,1.0381699191328964,0.21191554734850596,0.05775,0.0025237997577841438,5.151684682942442e-4,2018-06-15,Desert Scrub
12,Addition,24,-1.0133422220232913,0.11671416511869219,0.02382417919131156,0.081375,0.0019959197509353726,4.074154131112126e-4,2018-06-15,Desert Scrub
2,Exclusion,24,-1.5771900829932801,0.14080079719238278,0.02874084237486968,0.073875,0.0013929168644626108,2.8432796433757265e-4,2018-06-16,Desert Scrub
4,Exclusion,24,-1.5995972161724634,0.11025686518244558,0.022506088361319017,0.073625,0.0011726039399558585,2.3935677693908477e-4,2018-06-16,Desert Scrub
